ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude,LOCATION Altitude-google,LOCATION Altitude-atmospheric pressure,LOCATION Speed,LOCATION Accuracy,LOCATION ORIENTATION,Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-1.017,3.1178,9.4971,-0.9933,3.0692,9.2609,0.0021,-0.0036,0.0193,-7.00E-04,-9.00E-04,-4.00E-04,3578,1.66,9.81,-18.44,359.74,-18.24,6.13,3.1,983.7,55.906,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,17 / 18,112518,2018-07-24 13:17:16:106
-1.0146,3.1154,9.4301,-0.9927,3.0704,9.2605,0.0054,-7.00E-04,0.0138,-9.00E-04,-9.00E-04,2.00E-04,3578,3.57,10.35,-19.63,353.38,-18.26,6.13,3.1,983.69,56.972,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,17 / 18,113018,2018-07-24 13:17:16:606
-1.0217,3.137,9.5115,-0.9939,3.0726,9.2597,-0.0052,0.0086,0.0191,-0.0011,-0.0018,0,3578,3.85,10.51,-19.13,353.27,-18.26,6.14,3.1,983.71,57.479,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,17 / 18,113518,2018-07-24 13:17:17:106
-1.0337,3.1633,9.5186,-0.9922,3.072,9.2601,-0.0046,0.0178,0.0182,-7.00E-04,-0.003,-2.00E-04,3578,4.3,11.11,-18.47,352.75,-18.24,6.12,3.1,983.7,56.089,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,17 / 18,114019,2018-07-24 13:17:17:607
-1.0146,3.137,9.4899,-0.9917,3.0718,9.2602,-2.00E-04,0.0195,0.0336,1.00E-04,-0.002,2.00E-04,3581,3.29,10.64,-18.88,356.67,-18.25,6.12,3.1,983.69,55.951,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,17 / 18,114518,2018-07-24 13:17:18:106
-0.9978,3.125,9.4493,-0.9919,3.0729,9.2598,-0.0025,-5.00E-04,0.0086,-9.00E-04,-0.0011,0,3578,4.39,11.22,-19.13,353.25,-18.24,6.12,3.1,983.71,55.744,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,17 / 18,115018,2018-07-24 13:17:18:606
-1.0074,3.1633,9.5019,-0.9943,3.0719,9.2599,-0.0016,0.013,0.0211,-9.00E-04,-5.00E-04,-6.00E-04,3582,5.38,11.87,-19.69,350.94,-18.27,6.12,3.1,983.71,54.411,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,17 / 18,115518,2018-07-24 13:17:19:106
-1.0122,3.1466,9.5306,-0.9922,3.0716,9.2602,0.0067,0.0196,0.0294,-5.00E-04,5.00E-04,-6.00E-04,3578,3.87,11.14,-19.73,353.74,-18.25,6.13,3.1,983.71,54.554,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,17 / 18,116018,2018-07-24 13:17:19:606
-1.0026,3.1346,9.5043,-0.9949,3.0725,9.2596,-0.0025,0.0027,0.0217,-7.00E-04,-5.00E-04,-2.00E-04,3578,4.01,10.01,-19.87,353.36,-18.26,6.12,3.1,983.71,55.754,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,16 / 18,116518,2018-07-24 13:17:20:106
-0.9906,3.1585,9.4756,-0.9926,3.0713,9.2602,0.0054,0.0138,0.0064,-5.00E-04,-0.0034,-2.00E-04,3578,3.72,10.78,-19.29,353.26,-18.23,6.13,3.1,983.71,56.179,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,16 / 18,117018,2018-07-24 13:17:20:606
-1.0074,3.1394,9.4732,-0.9939,3.0705,9.2604,0.0013,0.0207,0.0213,-1.00E-04,-3.00E-04,2.00E-04,3578,3.8,9.63,-17.5,351.75,-18.25,6.13,3.1,983.68,64.31,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,16 / 18,117518,2018-07-24 13:17:21:106
-0.9739,3.0891,9.4516,-0.993,3.0694,9.2608,0.0048,-0.0152,3.00E-04,-1.00E-04,-0.002,2.00E-04,3581,3.31,10.76,-19.84,357.11,-18.24,6.13,3.1,983.68,62.094,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,16 / 18,118020,2018-07-24 13:17:21:608
-0.9811,3.1514,9.5091,-0.9952,3.0698,9.2605,-6.00E-04,0.0092,0.0202,-0.0015,-7.00E-04,0,3570,4.07,10.76,-18.42,352.77,-18.26,6.13,3.1,983.69,61.085,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,16 / 18,118518,2018-07-24 13:17:22:106
-1.0122,3.1226,9.5186,-0.9952,3.0676,9.2612,-0.0021,0.0138,0.0298,-9.00E-04,7.00E-04,-4.00E-04,3570,4.34,10.77,-19.76,353.74,-18.23,6.12,3.1,983.7,61.107,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,16 / 18,119020,2018-07-24 13:17:22:608
-1.1868,3.649,9.3535,-1.0246,3.1586,9.2273,-0.1359,0.4394,-0.1078,0.0048,0.008,0.0082,3570,4.22,10.66,-18.69,353.56,-18.79,6.34,3.1,983.69,59.138,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,16 / 18,119518,2018-07-24 13:17:23:106
-1.3017,3.8501,9.1621,-1.1421,3.5012,9.0889,-0.1332,0.325,-0.1271,-0.0037,0.0217,0.0473,3570,3.24,11.14,-18.98,357.67,-20.4,6.91,3.1,983.7,58.842,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,16 / 18,120018,2018-07-24 13:17:23:606
-1.2371,3.4624,9.1813,-1.1683,3.54,9.0705,-0.0029,-0.1237,0.0078,-0.009,0.0182,0.0798,3556,3.26,10.97,-19.85,358.63,-21.16,7.34,3.1,983.69,61.264,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,16 / 18,120519,2018-07-24 13:17:24:107
-0.9858,3.0054,9.4349,-1.0198,3.252,9.1954,0.0844,-0.2609,0.0792,-0.006,0.0147,0.0786,3552,3.2,10.79,-18.45,356.81,-19.77,6.57,3.1,983.68,61.208,42.496773,-83.44285,775.48,905.9799889,,0,10.374194,,16 / 18,121018,2018-07-24 13:17:24:606
-0.8327,2.6488,9.7412,-0.901,2.9339,9.314,0.1291,-0.3418,0.1391,-0.0096,0.0107,0.0591,3541,2,10.08,-19.42,359.39,-17.41,5.53,3.1,983.7,56.106,42.496773,-83.442856,776.33,905.9799889,,2.52,10.374194,238,17 / 18,121518,2018-07-24 13:17:25:106
-0.7633,2.7829,9.6646,-0.8263,2.7451,9.3783,0.0397,-0.0383,0.0263,-0.0023,0.0119,0.0352,3534,5.09,6.98,-26.54,349.7,-16.26,5.04,3.1,983.71,56.437,42.496773,-83.442856,776.33,900.9994561,,2.52,10.374194,238,17 / 18,122019,2018-07-24 13:17:25:607
-0.8925,2.8977,9.5163,-0.8306,2.7994,9.3618,-0.0023,0.0334,0.0043,-0.0037,0.01,0.0212,3537,7.04,6.74,-26.42,341.87,-16.59,5.07,3.1,983.68,55.688,42.49677,-83.44286,776.26,900.9994561,,1.69,10.374194,238,17 / 18,122519,2018-07-24 13:17:26:107
-0.926,2.9336,9.4804,-0.8303,2.8247,9.3543,-0.0174,0.0582,-0.024,-0.0011,0.0015,0.0088,3537,4.93,8.02,-22.7,348.38,-16.65,5.06,3.1,983.67,56.311,42.49677,-83.44286,776.26,900.9994561,,1.69,10.374194,238,17 / 18,123018,2018-07-24 13:17:26:606
-0.9452,3.0245,9.4134,-0.8418,2.8825,9.3356,-0.0272,0.0719,-0.0409,7.00E-04,-0.0012,0.0014,3522,5.06,6.72,-23.11,347.87,-17.09,5.15,3.1,983.67,58.088,42.49677,-83.44286,776.26,900.9994561,,1.69,10.374194,238,18 / 18,123519,2018-07-24 13:17:27:107
-0.9212,3.0915,9.4349,-0.881,3.0063,9.2928,-0.0374,0.0547,-0.06,-0.0037,1.00E-04,0,3529,5.77,7.53,-24.52,346.68,-17.74,5.36,3.1,983.68,56.748,42.49677,-83.44286,776.26,900.9994561,,1.69,10.374194,238,18 / 18,124019,2018-07-24 13:17:27:607
-0.8853,3.1178,9.3248,-0.8865,3.0446,9.2798,-1.00E-04,0.0196,-0.0453,0.0011,0.0052,0,3529,4.06,7.79,-23.89,353.6,-18.09,5.46,3.1,983.68,57.037,42.49677,-83.44286,776.26,900.9994561,,1.69,10.374194,238,18 / 18,124519,2018-07-24 13:17:28:107
-0.7896,3.1633,9.5522,-0.894,3.055,9.2757,0.0259,0.0209,0.0336,0.0022,-0.0046,2.00E-04,3529,2.36,9.18,-18.21,358.94,-18.15,5.51,3.1,983.7,56.179,42.49677,-83.44286,776.26,900.9994561,,1.69,10.374194,238,18 / 18,125019,2018-07-24 13:17:28:607
-0.871,3.0939,9.4493,-0.8938,3.0522,9.2766,0.0074,-0.0188,0.015,-0.0013,-0.002,-2.00E-04,3529,2.13,10.08,-18.81,359.39,-18.14,5.52,3.1,983.68,55.752,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,125518,2018-07-24 13:17:29:106
-0.8949,3.0724,9.3727,-0.896,3.0554,9.2753,0.0028,-0.018,-0.0097,-5.00E-04,-0.0034,4.00E-04,3529,2.57,8.99,-20.06,355.92,-18.16,5.53,3.1,983.67,56.274,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,126019,2018-07-24 13:17:29:607
-0.8973,3.1418,9.466,-0.8975,3.0562,9.275,-0.001,0.0118,0.0091,1.00E-04,-0.0026,2.00E-04,3529,1.39,9.05,-20.12,3.6,-18.16,5.53,3.1,983.68,56.535,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,126519,2018-07-24 13:17:30:107
-0.9141,3.0844,9.4062,-0.8972,3.0551,9.2753,-0.0013,-0.01,-0.0066,7.00E-04,-3.00E-04,0,3529,3.14,10.76,-18.9,355.97,-18.16,5.52,3.1,983.68,57.381,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,127019,2018-07-24 13:17:30:607
-0.8997,3.1131,9.4804,-0.8988,3.0531,9.2758,0.0011,-0.0092,0.0042,-1.00E-04,-0.0018,-2.00E-04,3526,2.52,9.06,-19.58,355.93,-18.14,5.53,3.1,983.69,57.069,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,127518,2018-07-24 13:17:31:106
-0.9117,3.1178,9.3918,-0.8967,3.0566,9.2749,-0.0026,0.0146,-0.0065,7.00E-04,0.0015,0,3529,1.85,8.98,-18.65,359.37,-18.15,5.53,3.1,983.68,57.116,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,128019,2018-07-24 13:17:31:607
-0.8877,3.1131,9.4732,-0.8967,3.0545,9.2756,0.007,-0.0013,0.0127,0.0014,2.00E-04,-2.00E-04,3529,2.25,9.14,-18.81,359.36,-18.15,5.52,3.1,983.67,57.879,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,128518,2018-07-24 13:17:32:106
-0.8829,3.1035,9.4205,-0.897,3.0557,9.2752,0.0015,-0.0179,-0.0076,5.00E-04,-0.0014,-2.00E-04,3518,2.98,8.16,-19.71,355.64,-18.15,5.53,3.1,983.69,58.975,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,129018,2018-07-24 13:17:32:606
-0.8853,3.1059,9.5139,-0.8989,3.0562,9.2748,0.0106,0.0088,0.0179,4.00E-04,0.0024,4.00E-04,3526,2.65,7.7,-20.39,355.65,-18.16,5.53,3.1,983.69,58.158,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,129519,2018-07-24 13:17:33:107
-0.8877,3.1226,9.4875,-0.8987,3.0565,9.2747,6.00E-04,-0.0084,0.0104,-7.00E-04,-2.00E-04,0,3529,2.97,8.23,-19.96,355.64,-18.16,5.53,3.1,983.7,55.559,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,130018,2018-07-24 13:17:33:606
-0.9212,3.0796,9.454,-0.8972,3.0568,9.2748,0.0013,-0.0121,-0.0016,4.00E-04,0.0022,-4.00E-04,3515,2.65,8.1,-19.44,355.13,-18.16,5.53,3.1,983.68,57.52,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,130518,2018-07-24 13:17:34:106
-0.9117,3.1298,9.4301,-0.8997,3.0571,9.2744,-0.0016,-0.008,-0.003,-1.00E-04,0.0037,0,3518,3.37,9.38,-20.23,355.91,-18.17,5.52,3.1,983.68,57.139,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,131020,2018-07-24 13:17:34:608
-0.926,3.125,9.4899,-0.8992,3.0583,9.2741,-0.0016,-0.0101,0.0012,5.00E-04,6.00E-04,2.00E-04,3522,1.31,8.8,-19.46,3.31,-18.17,5.54,3.1,983.68,59.473,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,131519,2018-07-24 13:17:35:107
-0.9571,3.1035,9.466,-0.899,3.0576,9.2743,-0.001,-0.0149,0.0093,-0.0011,-4.00E-04,2.00E-04,3519,2.82,8.89,-18.75,355.46,-18.18,5.53,3.1,983.68,57.311,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,132019,2018-07-24 13:17:35:607
-0.9117,3.1322,9.5545,-0.899,3.0584,9.2741,-0.0018,0.0123,0.039,-3.00E-04,-0.002,0,3522,1.83,9.25,-19.01,359.38,-18.17,5.54,3.1,983.66,59.555,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,132518,2018-07-24 13:17:36:106
-0.9308,3.1466,9.4923,-0.8978,3.0586,9.2741,0.004,0.0118,0.0152,-3.00E-04,-0.0018,-4.00E-04,3522,2.85,9.65,-20.15,356.18,-18.18,5.54,3.1,983.7,58.353,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,133018,2018-07-24 13:17:36:606
-0.9284,3.1059,9.4469,-0.8997,3.0581,9.2741,0.0019,-0.0085,0.0117,-5.00E-04,-0.0031,-2.00E-04,3519,3.24,8.97,-20.14,355.94,-18.17,5.54,3.1,983.69,55.813,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,133518,2018-07-24 13:17:37:106
-0.9308,3.125,9.4612,-0.8985,3.0575,9.2744,7.00E-04,-5.00E-04,0.0201,-5.00E-04,-2.00E-04,-4.00E-04,3519,2.21,9.04,-19.01,359.38,-18.19,5.54,3.1,983.69,56.338,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,134018,2018-07-24 13:17:37:606
-0.9452,3.1394,9.4086,-0.8999,3.0605,9.2733,-0.0077,-0.0061,-0.0199,-9.00E-04,0.0018,2.00E-04,3522,2.41,10.04,-17.68,359.05,-18.18,5.54,3.1,983.67,57.863,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,134519,2018-07-24 13:17:38:107
-0.9141,3.1035,9.3081,-0.897,3.0613,9.2733,0.0022,0.0089,-0.0349,-1.00E-04,-0.0033,-4.00E-04,3510,2.12,9.68,-20.13,359.78,-18.17,5.54,3.1,983.67,58.777,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,135018,2018-07-24 13:17:38:606
-0.9165,3.1083,9.3368,-0.8969,3.0604,9.2736,0.0021,0.0068,-0.0242,-3.00E-04,-0.0026,0,3518,1.66,8.39,-19.25,359.32,-18.18,5.52,3.1,983.7,57.361,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,135519,2018-07-24 13:17:39:107
-0.8901,3.0772,9.4158,-0.8985,3.0592,9.2739,0.0067,-4.00E-04,-0.0194,0.001,0.0014,-2.00E-04,3515,1.88,7.79,-20.17,359.75,-18.18,5.54,3.1,983.7,57.716,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,136019,2018-07-24 13:17:39:607
-0.9188,3.0987,9.4684,-0.8971,3.0604,9.2736,8.00E-04,-0.0166,0.003,4.00E-04,0.0024,-2.00E-04,3506,1.75,8.81,-18.43,358.96,-18.18,5.53,3.1,983.69,57.91,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,136519,2018-07-24 13:17:40:107
-0.9212,3.0796,9.4852,-0.8971,3.0589,9.2741,-0.0017,-0.019,0.0051,-1.00E-04,-0.002,4.00E-04,3515,2.03,8.99,-19.17,359.37,-18.18,5.53,3.1,983.7,56.501,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,137019,2018-07-24 13:17:40:607
-0.8829,3.1154,9.4923,-0.8978,3.0595,9.2738,0.0066,0.0114,0.031,-7.00E-04,-0.0029,0,3512,1.71,8.23,-19.48,359.34,-18.19,5.54,3.1,983.68,56.535,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,18 / 18,137518,2018-07-24 13:17:41:106
-0.926,3.137,9.4732,-0.9008,3.0588,9.2738,-0.0035,-0.0069,0.0069,6.00E-04,0.0022,0,3518,2.46,8.5,-19.39,359.35,-18.17,5.55,3.1,983.68,60.099,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,18 / 18,138020,2018-07-24 13:17:41:608
-0.9188,3.1131,9.4421,-0.9003,3.0598,9.2735,-0.0016,-0.0063,0.0082,5.00E-04,0.002,0,3518,1.94,8.78,-19.15,359.39,-18.18,5.55,3.1,983.69,61.665,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,18 / 18,138518,2018-07-24 13:17:42:106
-0.9117,3.1226,9.3153,-0.898,3.0626,9.2728,-8.00E-04,0.0172,-0.0341,4.00E-04,-0.0018,-2.00E-04,3515,1.92,8.65,-17.68,358.98,-18.17,5.54,3.1,983.68,61.327,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,18 / 18,139019,2018-07-24 13:17:42:607
-0.8758,3.1131,9.4038,-0.8992,3.0592,9.2738,0.0061,0.0077,-0.0039,-7.00E-04,-0.0014,-2.00E-04,3515,3.2,9.66,-19.19,355.75,-18.18,5.54,3.1,983.69,60.562,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,139518,2018-07-24 13:17:43:106
-0.8901,3.1059,9.3368,-0.8987,3.0606,9.2734,6.00E-04,0.0075,-0.0212,-3.00E-04,-0.0026,-2.00E-04,3506,2.27,9.42,-20.63,0.13,-18.18,5.53,3.1,983.68,63.992,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,17 / 18,140018,2018-07-24 13:17:43:606
-0.8901,3.0844,9.411,-0.8997,3.0586,9.274,0.008,-0.0039,-0.0073,-0.0011,-4.00E-04,2.00E-04,3507,2.74,9.29,-19.34,355.47,-18.17,5.54,3.1,983.66,65.138,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,18 / 18,140520,2018-07-24 13:17:44:108
-0.9045,3.07,9.454,-0.8986,3.0596,9.2737,0.0035,-0.018,-0.004,-3.00E-04,-0.0014,0,3507,2.57,9.42,-18.77,355.46,-18.18,5.53,3.1,983.66,67.328,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,18 / 18,141018,2018-07-24 13:17:44:606
-0.9236,3.0796,9.4804,-0.8919,3.0412,9.2804,-7.00E-04,0.0039,0.0258,-0.0047,-0.0014,-0.0025,3510,2.5,8.79,-18.87,359.31,-18.07,5.49,3.1,983.66,65.307,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,18 / 18,141518,2018-07-24 13:17:45:106
-1.0959,3.8764,9.2363,-0.9356,3.1469,9.2408,-0.1972,0.7545,-0.1693,0.0105,0.0104,0.0144,3510,3.27,9.36,-18.37,355.22,-18.5,5.7,3.1,983.67,58.673,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,18 / 18,142018,2018-07-24 13:17:45:606
-1.3902,4.1468,8.942,-1.0605,3.5609,9.0756,-0.2265,0.5894,-0.2092,-0.0013,0.0198,0.0602,3500,2.7,9.09,-18.72,357.11,-21.29,6.66,3.1,983.69,58.404,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,18 / 18,142519,2018-07-24 13:17:46:107
-1.4883,4.8,8.7745,-1.0831,3.8054,8.9731,-0.4012,0.8314,-0.3724,-0.0284,0.0438,0.1435,3484,1.1,6.88,-18.6,5.35,-22.66,6.9,3.1,983.67,58.887,42.496765,-83.44287,772.9,900.9994561,,0,10.374194,,18 / 18,143019,2018-07-24 13:17:46:607
-1.5458,4.1157,8.9874,-1.1492,3.8486,8.9464,-0.4242,0.2177,-0.2116,-0.0255,0.0387,0.192,3451,2.07,7.29,-17.21,0.79,-23.11,7.32,3.1,983.69,57.802,42.496758,-83.44288,769.29,900.9994561,,4.28,10.374194,211,18 / 18,143519,2018-07-24 13:17:47:107
-1.6606,2.924,9.2961,-1.2293,3.8029,8.9553,-0.2876,-1.0891,0.3141,-0.0556,0.0393,0.2364,3421,0.2,4.77,-16.7,12.47,-23.38,8.23,3.1,983.7,55.432,42.496758,-83.44288,769.29,901.1960982,,4.28,10.374194,211,18 / 18,144019,2018-07-24 13:17:47:607
-1.0624,1.8449,9.8034,-1.0528,3.3537,9.155,0.0428,-1.6297,0.4909,-0.0332,0.0401,0.1777,3403,-2.92,5.46,-19.84,24.43,-21.45,6.82,3.1,983.67,56.19,42.496735,-83.442894,768.99,901.1960982,,9.25,10.374194,203.1,18 / 18,144519,2018-07-24 13:17:48:107
-0.9069,1.0744,10.0164,-0.9694,2.9847,9.291,0.2251,-1.9705,0.5517,-0.0353,0.0409,0.1217,3384,-2.77,5.36,-19.64,24.95,-18.31,5.99,3.1,983.71,54.185,42.496735,-83.442894,768.99,901.1960982,,9.25,10.374194,203.1,18 / 18,145018,2018-07-24 13:17:48:606
-0.6102,1.876,9.8441,-0.6988,2.16,9.5403,0.1745,-0.3003,0.1013,-0.0108,0.0161,0.0739,3385,-4.01,2.77,-19.26,37.3,-12.83,4.21,3.1,983.69,53.481,42.496716,-83.4429,770.14,901.1960982,,7.38,10.374194,194.1,18 / 18,145518,2018-07-24 13:17:49:106
-0.804,3.137,9.5043,-0.7204,2.2026,9.5289,-0.1012,0.9235,-0.262,-0.0037,0.0218,0.0621,3407,-4.49,3.92,-19.24,33.9,-12.79,4.25,3.1,983.71,53.511,42.496716,-83.4429,770.14,901.1960982,,7.38,10.374194,194.1,18 / 18,146018,2018-07-24 13:17:49:606
-1.1127,3.4576,9.5019,-0.8622,2.6421,9.4046,-0.2467,0.7059,-0.1657,-0.0172,0.0261,0.104,3399,-4.19,4.06,-18.44,33.25,-15.63,5.24,3.1,983.69,55.442,42.496704,-83.44291,770.37,901.1960982,,3.06,10.374194,193.9,18 / 18,146518,2018-07-24 13:17:50:106
-1.876,4.4339,9.0808,-1.0207,2.984,9.2857,-0.8183,1.3292,-0.423,2.00E-04,0.0631,0.1857,3444,-5,3.23,-17.8,40.56,-16.99,5.84,3.1,983.68,57.185,42.496704,-83.44291,770.37,901.1960982,,3.06,10.374194,193.9,18 / 18,147022,2018-07-24 13:17:50:610
-2.3593,4.599,8.9276,-1.2378,3.283,9.1575,-1.2483,1.1514,-0.661,-0.0334,0.1214,0.3311,3481,-7.24,1.66,-17.97,51.1,-19.56,7.7,3.1,983.7,58.71,42.496693,-83.44291,771.59,901.1960982,,5.36,10.374194,193.2,18 / 18,147518,2018-07-24 13:17:51:106
-3.5079,4.1994,9.131,-1.4437,3.555,9.0249,-1.9578,0.5442,-0.4907,-0.0587,0.1991,0.5168,3511,-9.64,1.51,-16.93,59.55,-20.95,8.75,3.1,983.71,61.528,42.496693,-83.44291,771.59,901.1960982,,5.36,10.374194,193.2,18 / 18,148019,2018-07-24 13:17:51:607
-4.1874,3.5318,9.3296,-1.5295,3.942,8.8483,-2.501,-0.337,-0.3209,0.0128,0.1495,0.5833,3533,-13.37,0.66,-14.75,69.19,-23.11,9.88,3.1,983.69,63.54,42.49667,-83.4429,771.47,901.1960982,,11.84,10.374194,167.8,18 / 18,148518,2018-07-24 13:17:52:106
-2.802,4.9125,9.0568,-1.2908,4.2625,8.737,-1.3905,0.3386,-0.6148,-0.032,0.1134,0.4657,3555,-14.54,2.81,-15.15,64.61,-25.62,8.79,3.1,983.66,64.024,42.49667,-83.4429,771.47,901.1960982,,11.84,10.374194,167.8,18 / 18,149018,2018-07-24 13:17:52:606
-3.6371,5.5466,9.5091,-1.2916,3.9834,8.8676,-2.1435,1.1453,-0.3526,-0.1212,0.0507,0.2345,3529,-82.61,9.93,15.58,91.54,-23.97,8.29,3.1,983.65,64.49,42.49663,-83.44287,768.64,901.1960982,,17.78,10.374194,148.7,18 / 18,149519,2018-07-24 13:17:53:107
-3.9912,4.9125,9.7101,-1.4574,3.9788,8.844,-2.2981,0.6433,0.0097,-0.0278,0.11,0.3005,3649,-81.96,-13.82,29.95,114.92,-23.58,8.9,3.1,983.61,66.682,42.49663,-83.44287,768.64,901.1960982,,17.78,10.374194,148.7,18 / 18,150019,2018-07-24 13:17:53:607
-3.4529,4.7234,8.5878,-1.4649,4.1129,8.7812,-1.9698,0.5913,-0.3426,-0.0475,0.0446,0.2429,3746,-86.19,-16.78,27.46,112,-24.76,9.42,3.1,983.59,66.463,42.496597,-83.44274,767.62,901.1960982,,26.78,10.374194,115.5,18 / 18,150519,2018-07-24 13:17:54:107
-3.405,3.9601,8.6189,-1.6664,4.1331,8.7356,-1.4734,-0.1479,0.0257,-0.0296,0.1012,0.16,3765,-90.31,-18.33,23.54,111.53,-24.96,10.5,3.1,983.52,63.761,42.496597,-83.44274,767.62,901.1960982,,26.78,10.374194,115.5,18 / 18,151018,2018-07-24 13:17:54:606
-2.723,4.5559,9.5713,-1.8158,4.0808,8.7304,-1.1036,0.4115,-0.2534,-0.0151,0.0212,0.1228,3727,-95.21,-16.28,35.7,113.46,-24.46,11.76,3.1,983.49,63.726,42.496567,-83.44264,766.38,901.1960982,,30.71,10.374194,109.7,18 / 18,151519,2018-07-24 13:17:55:107
-3.1226,4.7713,8.6477,-1.9184,4.2345,8.6347,-0.91,0.2277,-0.5497,-0.0489,0.0285,0.1026,3809,-87.29,-11.79,33.6,113.22,-25.65,12.44,3.1,983.4,69.258,42.496567,-83.44264,766.38,901.1960982,,30.71,10.374194,109.7,18 / 18,152018,2018-07-24 13:17:55:606
-2.2134,5.19,8.9013,-1.8556,4.3418,8.5951,-0.2883,0.4627,-0.2452,-0.0053,0.0016,0.0519,3847,-83.81,-12.36,28.06,111.96,-26.28,12.18,3.1,983.31,66.309,42.496548,-83.44249,769.85,901.1960982,,39.67,10.374194,103.5,18 / 18,152519,2018-07-24 13:17:56:107
-1.3831,5.214,9.2148,-1.7531,4.4416,8.5656,0.3436,0.4776,0.1148,4.00E-04,8.00E-04,0.0065,3862,-86.37,-12.5,32.2,112.87,-26.64,11.89,3.1,983.29,66.361,42.496548,-83.44249,769.85,901.1960982,,39.67,10.374194,103.5,18 / 18,153019,2018-07-24 13:17:56:607
-1.2897,4.8861,8.4323,-1.6764,4.5104,8.5449,0.3404,0.0786,-0.3354,-9.00E-04,0.012,0.001,3869,-89.23,-13.6,36.54,114.77,-27.38,11.1,3.1,983.19,66.527,42.496536,-83.44233,767.88,901.1960982,,43.09,10.374194,100.4,18 / 18,153518,2018-07-24 13:17:57:106
